rank,tier,player,role,lp,wins,losses,win_rate
78,Grandmaster,標的ヲ背ニシタ恋人たち#雪国小魔女,MID,911,193,173,52.7%
79,Grandmaster,ねすてぃー#7474,JUNGLE,907,185,169,52.3%
80,Grandmaster,Say less#fearr,MID,907,92,85,52.0%
81,Grandmaster,Minato aqua#ski,JUNGLE,899,100,36,73.5%
82,Grandmaster,4399赛尔号#奥特曼,TOP,898,134,119,53.0%
83,Grandmaster,7 9#JP1,TOP,897,214,177,54.7%
84,Grandmaster,裏八寸#JP2,MID,896,173,156,52.6%
85,Grandmaster,しゅんた1106#JP1,MID,888,172,179,49.0%
86,Grandmaster,狛枝へビスケット#6245,TOP,886,135,92,59.5%
87,Grandmaster,Wsavh#JP1,JUNGLE,861,64,41,61.0%
88,Grandmaster,Badao1102c#2302,JUNGLE,860,93,71,56.7%
89,Grandmaster,チェゴヤ#0202,MID,859,156,105,59.8%
90,Grandmaster,まっちょ#5840,SUP,858,270,238,53.1%
91,Grandmaster,CTRLME#77777,JUNGLE,857,163,132,55.3%
92,Grandmaster,やなみあんな#負けヒロ,MID,852,190,159,54.4%
93,Grandmaster,Sunflower#JP2,TOP,842,125,52,70.6%
94,Grandmaster,loselinelosegame#999,JUNGLE,839,102,91,52.8%
95,Grandmaster,JP ONANI KING#onani,MID,836,86,67,56.2%
96,Grandmaster,Veritasin#Xeb,TOP,834,84,49,63.2%
97,Grandmaster,MayR#モーティス,ADC,829,98,81,54.7%
98,Grandmaster,hourousummer#325,ADC,827,97,83,53.9%
99,Grandmaster,namazun#JP1,ADC,827,96,81,54.2%
100,Grandmaster,1vsAll#日新又日新,MID,827,61,45,57.5%
101,Grandmaster,La pesca noce#Euw1,ADC,822,63,36,63.6%
102,Grandmaster,葳信dianayqc#PWdd,MID,814,107,91,54.0%
103,Grandmaster,Scarlet#JP0,SUP,814,85,55,60.7%
104,Grandmaster,hedonistic#JP1,JUNGLE,809,156,136,53.4%
105,Grandmaster,我要验牌#十JQKA,,808,378,338,52.8%
106,Grandmaster,ShaZam#0059,,800,80,61,56.7%
107,Grandmaster,私の恋はホッチキス#また明日,,800,78,75,51.0%
108,Grandmaster,ShoeBiLL#TTV2,,796,55,26,67.9%
109,Grandmaster,NickelHeart#JP1,,790,182,157,53.7%
110,Grandmaster,NoA#JP2,,790,118,97,54.9%
111,Grandmaster,CG Qoo#JP1,JUNGLE,783,72,54,57.1%
112,Grandmaster,shottaka#JP1,,781,90,77,53.9%
113,Grandmaster,Melody#I L,JUNGLE,777,232,190,55.0%
114,Grandmaster,ゆにか#1122,,777,80,65,55.2%
115,Grandmaster,gaman#7897,JUNGLE,776,136,127,51.7%
116,Grandmaster,Leslie vast#1111,,775,312,307,50.4%
117,Grandmaster,べんとりっく#梔子ユメ,,775,150,158,48.7%
118,Grandmaster,アカネ#JP7,,775,57,31,64.8%
119,Grandmaster,Ellin#0000,,772,89,68,56.7%
120,Grandmaster,うつ病#悦宝悦宝,,769,80,68,54.1%
121,Grandmaster,青春禁止#JP1,JUNGLE,769,62,42,59.6%
122,Grandmaster,ewhfjbnwehjbhewf#ewfff,,762,81,61,57.0%
123,Grandmaster,IM HAPPY#ガーン,,761,93,84,52.5%
124,Grandmaster,uzume51#JP1,,759,153,137,52.8%
125,Grandmaster,小祈jungle#11750,,759,81,62,56.6%
126,Grandmaster,chico#JP1,SUP,758,93,80,53.8%
127,Grandmaster,ぎょねこ#魚猫9,,756,209,205,50.5%
128,Grandmaster,Caffe#oxo,ADC,754,74,51,59.2%
129,Grandmaster,sup one#541,,753,158,132,54.5%
130,Grandmaster,odessa1#JP132,,750,63,45,58.3%
131,Grandmaster,夜の踊り子#SKNS,,749,92,22,80.7%
132,Grandmaster,ももです#JP2,,748,172,155,52.6%
133,Grandmaster,LUNA ALBA LI XV#ALBUS,,746,118,94,55.7%
134,Grandmaster,Bangha#TOP,,743,120,105,53.3%
135,Grandmaster,十 DEMON TIME 十#end,,740,90,75,54.5%
136,Grandmaster,sad little taka#JP1,MID,738,93,81,53.4%
137,Grandmaster,泡沫うたかた#うたかた,,737,283,264,51.7%
138,Grandmaster,黒服c#txy,MID,737,113,92,55.1%
139,Grandmaster,jisyoku#2864,,734,142,137,50.9%
140,Grandmaster,FA J2#426,,733,93,54,63.3%
141,Grandmaster,月 姫#xxx,,729,86,67,56.2%
142,Grandmaster,wataneko#JP1,,725,103,87,54.2%
143,Grandmaster,纯爱中单#Ekko,,724,346,337,50.7%
144,Grandmaster,Milan#bb6,,723,179,148,54.7%
145,Grandmaster,Terann#최기명팬,,723,87,79,52.4%
146,Grandmaster,Color Your Night#wing,,720,72,61,54.1%
147,Grandmaster,For Twice Sana#JP1,,717,53,28,65.4%
148,Grandmaster,CaptainTheGold#JP1,,715,110,106,50.9%
149,Grandmaster,Schwarz#neko,,713,183,154,54.3%
150,Grandmaster,エッチポップ#JP1,,695,100,87,53.5%
