rank,tier,player,role,lp,wins,losses,win_rate
30,Challenger,學無止境#Only,MID,1065,85,40,68.0%
31,Challenger,jpMVzC#1582,UNKNOWN,1049,136,68,66.7%
32,Challenger,白鶴仙童#MYZZ,JUNGLE,1047,165,106,60.9%
33,Challenger,ユズキ#宇  う,ADC,1046,105,33,76.1%
34,Challenger,always#inori,MID,1046,100,74,57.5%
35,Challenger,Fa J#6115,JUNGLE,1044,76,35,68.5%
36,Challenger,88888比特菇神88888#facai,UNKNOWN,1043,260,255,50.5%
37,Challenger,てぃんとん#1017,ADC,1043,99,72,57.9%
38,Challenger,ふぇにっち#2350,SUP,1042,134,103,56.5%
39,Grandmaster,TwitchShoDesu#よいしょ,SUP,1040,181,126,59.0%
40,Challenger,本間心鈴#美しい虚無,SUP,1034,87,56,60.8%
41,Challenger,負けない人生負けない気持ち#061i,ADC,1032,186,176,51.4%
42,Grandmaster,MayR#モーティス,ADC,1029,91,65,58.3%
43,Grandmaster,Ankochan#20y,TOP,1025,84,64,56.8%
44,Challenger,Philia#sama,SUP,1024,104,68,60.5%
45,Challenger,大小姐驾到#Molly,JUNGLE,1022,119,67,64.0%
46,Challenger,泳ぎたいたい焼き#JP1,SUP,1021,85,61,58.2%
47,Challenger,すやひめ#15ff,UNKNOWN,1021,81,64,55.9%
48,Grandmaster,豊川祥子ノ超超超超時空裁決喵#惹啊啊啊啊,JUNGLE,1019,130,106,55.1%
49,Challenger,ねすてぃー#7777,UNKNOWN,1018,98,70,58.3%
50,Grandmaster,,UNKNOWN,1017,107,86,55.4%
51,Challenger,,UNKNOWN,1016,107,79,57.5%
52,Challenger,,ADC,1016,84,64,56.8%
53,Challenger,,UNKNOWN,1013,143,142,50.2%
54,Challenger,,UNKNOWN,1011,122,97,55.7%
55,Grandmaster,,MID,1011,85,59,59.0%
56,Grandmaster,,UNKNOWN,1008,110,96,53.4%
57,Grandmaster,,UNKNOWN,1000,93,61,60.4%
58,Challenger,,UNKNOWN,991,77,50,60.6%
59,Grandmaster,,ADC,974,102,78,56.7%
60,Grandmaster,,UNKNOWN,969,112,90,55.4%
61,Grandmaster,,TOP,962,124,84,59.6%
62,Grandmaster,,MID,953,92,57,61.7%
63,Grandmaster,,ADC,945,113,96,54.1%
64,Grandmaster,,ADC,944,103,78,56.9%
65,Grandmaster,,JUNGLE,941,57,25,69.5%
66,Grandmaster,,ADC,940,81,65,55.5%
67,Grandmaster,,UNKNOWN,939,186,153,54.9%
68,Grandmaster,,UNKNOWN,938,207,197,51.2%
69,Grandmaster,,JUNGLE,934,112,70,61.5%
70,Grandmaster,,TOP,932,60,38,61.2%
71,Grandmaster,,SUP,930,155,94,62.2%
72,Grandmaster,,MID,928,92,84,52.3%
73,Grandmaster,,JUNGLE,927,180,163,52.5%
74,Grandmaster,,UNKNOWN,920,152,120,55.9%
75,Grandmaster,,TOP,915,109,80,57.7%
76,Grandmaster,,ADC,899,94,76,55.3%
77,Grandmaster,,SUP,889,102,83,55.1%
78,Grandmaster,,SUP,882,64,43,59.8%
79,Grandmaster,,JUNGLE,880,132,117,53.0%
80,Grandmaster,,MID,875,73,53,57.9%
81,Grandmaster,,JUNGLE,870,59,35,62.8%
82,Grandmaster,,JUNGLE,865,69,44,61.1%
83,Grandmaster,,JUNGLE,864,355,310,53.4%
84,Grandmaster,,SUP,860,85,66,56.3%
85,Grandmaster,,MID,858,63,36,63.6%
86,Grandmaster,,MID,855,63,58,52.1%
87,Grandmaster,,UNKNOWN,852,152,123,55.3%
88,Grandmaster,,ADC,849,158,123,56.2%
89,Grandmaster,,JUNGLE,848,151,122,55.3%
90,Grandmaster,,UNKNOWN,845,104,86,54.7%
91,Grandmaster,,SUP,839,247,243,50.4%
92,Grandmaster,,SUP,836,79,46,63.2%
93,Grandmaster,,ADC,820,59,32,64.8%
94,Grandmaster,,ADC,816,69,49,58.5%
95,Grandmaster,,JUNGLE,815,74,58,56.1%
96,Grandmaster,ScriniK#JP1,SUP,813,159,135,54.1%
97,Grandmaster,ふわしゃり#JP1,MID,809,63,43,59.4%
98,Grandmaster,hetel fanboy#JP1,UNKNOWN,807,159,109,59.3%
99,Grandmaster,一騎討#riven,TOP,807,102,79,56.4%
100,Grandmaster,7 9#JP1,TOP,806,190,158,54.6%
101,Grandmaster,sYuuus#JP1,TOP,806,103,87,54.2%
102,Grandmaster,Caffe#oxo,,803,69,43,61.6%
103,Grandmaster,黒服c#txy,,799,104,79,56.8%
104,Grandmaster,Leslie vast#1111,,796,312,306,50.5%
105,Grandmaster,POTUS#PORO,,788,224,208,51.9%
106,Grandmaster,Badao1102c#2302,,788,78,58,57.4%
107,Grandmaster,sad little taka#JP1,,784,91,77,54.2%
108,Grandmaster,ヴァスタヤのパスタ屋#UDON,,784,75,53,58.6%
109,Grandmaster,szerzno#bomba,SUP,783,138,113,55.0%
110,Grandmaster,NoA#JP2,,782,97,78,55.4%
111,Grandmaster,ディオブランドー#WRYYY,,782,95,72,56.9%
112,Grandmaster,小祈jungle#11750,,777,77,57,57.5%
113,Grandmaster,loselinelosegame#999,,775,86,78,52.4%
114,Grandmaster,アカネ#JP7,,774,54,28,65.9%
115,Grandmaster,orobou#TTV,,771,208,189,52.4%
116,Grandmaster,ピンクビーン#JP1,,770,316,284,52.7%
117,Grandmaster,La Cucaracha#iq135,TOP,769,127,111,53.4%
118,Grandmaster,ももです#JP2,,767,171,153,52.8%
119,Grandmaster,Ellin#0000,,762,81,60,57.4%
120,Grandmaster,I Am AtomiKSword#シャドウ,JUNGLE,760,187,142,56.8%
121,Grandmaster,Liam Gallagher#0812,,757,117,105,52.7%
122,Grandmaster,sup one#541,,753,158,132,54.5%
123,Grandmaster,FA J2#426,,753,92,51,64.3%
124,Grandmaster,cookiemeowmeow#人畜无害,,752,96,65,59.6%
125,Grandmaster,Tako Yankee#1112,SUP,749,146,136,51.8%
126,Grandmaster,LUNA ALBA LI XV#ALBUS,MID,747,117,92,56.0%
127,Grandmaster,gaman#7897,,746,109,103,51.4%
128,Grandmaster,JP ONANI KING#onani,,742,79,64,55.2%
129,Grandmaster,フェルン#魔法師,,740,93,79,54.1%
130,Grandmaster,1vsAll#日新又日新,,738,54,39,58.1%
131,Grandmaster,Sylar#EU1,,733,87,77,53.0%
132,Grandmaster,NickelHeart#JP1,,732,178,156,53.3%
133,Grandmaster,Minato aqua#ski,,722,79,20,79.8%
134,Grandmaster,ShaZam#0059,,722,72,56,56.2%
135,Grandmaster,KillerCat#Killa,,721,117,99,54.2%
136,Grandmaster,雪国革命党中央魔法委員会書記#小魔女雪児,,720,164,151,52.1%
137,Grandmaster,十 DEMON TIME 十#end,,720,88,74,54.3%
138,Grandmaster,CaptainTheGold#JP1,,719,107,102,51.2%
139,Grandmaster,丘 丘#BDTH,,718,117,123,48.8%
140,Grandmaster,Bangha#TOP,,716,112,99,53.1%
141,Grandmaster,네모네모#네모네모,,716,69,59,53.9%
142,Grandmaster,sucuranbul#magus,,714,95,89,51.6%
143,Grandmaster,うつ病#悦宝悦宝,,712,75,65,53.6%
144,Grandmaster,IM HAPPY#ガーン,,701,89,83,51.7%
145,Grandmaster,PiNK#IDT,,699,57,37,60.6%
146,Grandmaster,Greed is Good#JP1,,695,85,79,51.8%
147,Grandmaster,jpfxLO#9343,TOP,693,117,66,63.9%
148,Grandmaster,私の恋はホッチキス#また明日,,692,66,65,50.4%
149,Grandmaster,わさびくん#4032,,613,261,244,51.7%
150,Grandmaster,チェゴヤ#0202,,584,131,91,59.0%
